critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
217,78.0,b'The Works Gourmet Burger Bistro',292,1.6040520998725931,20.0,20.0,fail,5.0,0.0,juicy,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
,623.0,b'El Rey Mezcal Bar',,,0.0,20.0,,5.0,0.0,juicy,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
58,623.0,b'El Rey Mezcal Bar',114,3.931016520040817,1.0,20.0,,5.0,0.0,cocktail,[1.0]
3,623.0,b'El Rey Mezcal Bar',117,3.957360818906102,2.0,20.0,,5.0,0.0,bar,"[1.0, 1.0]"
4,623.0,b'El Rey Mezcal Bar',117,3.957360818906102,3.0,20.0,,5.0,0.0,fry,"[1.0, 1.0, 0.0]"
12,623.0,b'El Rey Mezcal Bar',117,3.957360818906102,4.0,20.0,,5.0,0.0,mexican,"[1.0, 1.0, 0.0, 0.0]"
16,623.0,b'El Rey Mezcal Bar',117,3.957360818906102,5.0,20.0,,5.0,0.0,casual,"[1.0, 1.0, 0.0, 0.0, 0.0]"
49,623.0,b'El Rey Mezcal Bar',138,3.900222199726089,6.0,20.0,,5.0,0.0,cheese,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
52,623.0,b'El Rey Mezcal Bar',136,4.085136628446409,7.0,20.0,,5.0,0.0,beef,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
66,623.0,b'El Rey Mezcal Bar',109,5.295246877807799,8.0,20.0,,5.0,0.0,octopus,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
74,623.0,b'El Rey Mezcal Bar',109,5.295246877807799,9.0,20.0,,5.0,0.0,skewer,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
122,623.0,b'El Rey Mezcal Bar',109,5.295246877807799,10.0,20.0,,5.0,0.0,bean,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
142,623.0,b'El Rey Mezcal Bar',109,5.295246877807799,11.0,20.0,,5.0,0.0,window,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
147,623.0,b'El Rey Mezcal Bar',109,5.295246877807799,12.0,20.0,,5.0,0.0,market,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
149,623.0,b'El Rey Mezcal Bar',109,5.295246877807799,13.0,20.0,,5.0,0.0,quick,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
153,623.0,b'El Rey Mezcal Bar',126,5.071905922348909,14.0,20.0,,5.0,0.0,friendly,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
164,623.0,b'El Rey Mezcal Bar',128,4.886991493628589,15.0,20.0,,5.0,0.0,quiet,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
168,623.0,b'El Rey Mezcal Bar',128,4.886991493628589,16.0,20.0,,5.0,0.0,fair,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
173,623.0,b'El Rey Mezcal Bar',128,4.886991493628589,17.0,20.0,,5.0,0.0,dark,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
181,623.0,b'El Rey Mezcal Bar',128,4.886991493628589,18.0,20.0,,5.0,0.0,music,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
183,623.0,b'El Rey Mezcal Bar',128,4.886991493628589,19.0,20.0,,5.0,0.0,attentive,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
213,623.0,b'El Rey Mezcal Bar',127,5.283238956622329,20.0,20.0,fail,5.0,0.0,pot,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
,2053.0,b'La Cubana',,,0.0,20.0,,5.0,0.0,pot,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
42,2053.0,b'La Cubana',131,0.2371167700977312,1.0,20.0,,5.0,0.0,sandwich,[0.0]
3,2053.0,b'La Cubana',305,0.4822631629814888,2.0,20.0,,5.0,0.0,bar,"[0.0, 1.0]"
4,2053.0,b'La Cubana',305,0.4822631629814888,3.0,20.0,,5.0,0.0,fry,"[0.0, 1.0, 0.0]"
7,2053.0,b'La Cubana',2650,0.056331683368493785,4.0,20.0,,5.0,0.0,dinner,"[0.0, 1.0, 0.0, 1.0]"
16,2053.0,b'La Cubana',6924,-0.28943196222052103,5.0,20.0,,5.0,0.0,casual,"[0.0, 1.0, 1.0, 1.0, 0.0]"
27,2053.0,b'La Cubana',1948,0.136499517392474,6.0,20.0,,5.0,0.0,bbq,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
48,2053.0,b'La Cubana',7197,-0.507525140138795,7.0,20.0,,5.0,0.0,burger,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
51,2053.0,b'La Cubana',7293,-0.6377293617592441,8.0,20.0,,5.0,0.0,pork,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
55,2053.0,b'La Cubana',7166,-0.43464894001203114,9.0,20.0,,5.0,0.0,meat,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
56,2053.0,b'La Cubana',7407,-1.0973453098735233,10.0,20.0,,5.0,0.0,chicken,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
63,2053.0,b'La Cubana',7421,-1.3424917027572807,11.0,20.0,,5.0,0.0,donut,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
98,2053.0,b'La Cubana',7422,-2.2790940459153215,12.0,20.0,,5.0,0.0,belly,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
117,2053.0,b'La Cubana',7384,-1.853162566302327,13.0,20.0,,5.0,0.0,rib,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
122,2053.0,b'La Cubana',7304,-0.6714138302605273,14.0,20.0,,5.0,0.0,bean,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
131,2053.0,b'La Cubana',7299,-1.0196776056682,15.0,20.0,,5.0,0.0,pork belly,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
153,2053.0,b'La Cubana',115,2.154463105978063,16.0,20.0,,5.0,0.0,friendly,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
180,2053.0,b'La Cubana',104,2.364332903266059,17.0,20.0,,5.0,0.0,yummy,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]"
181,2053.0,b'La Cubana',104,2.364332903266059,18.0,20.0,,5.0,0.0,music,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
188,2053.0,b'La Cubana',104,2.364332903266059,19.0,20.0,,5.0,0.0,flavorful,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
211,2053.0,b'La Cubana',104,2.364332903266059,20.0,20.0,fail,5.0,0.0,seasoned,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",,,0.0,20.0,,5.0,0.0,seasoned,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
56,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1101,0.16473928665787,1.0,20.0,,5.0,0.0,chicken,[1.0]
4,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1101,0.16473928665787,2.0,20.0,,5.0,0.0,fry,"[1.0, 0.0]"
25,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1101,0.16473928665787,3.0,20.0,,5.0,0.0,vegetarian,"[1.0, 0.0, 0.0]"
33,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",154,0.6536079142915836,4.0,20.0,,5.0,0.0,curry,"[1.0, 0.0, 0.0, 1.0]"
35,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",6547,-0.30995384046156094,5.0,20.0,,5.0,0.0,crispy,"[1.0, 0.0, 0.0, 1.0, 1.0]"
37,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7254,-0.7599092716226041,6.0,20.0,,5.0,0.0,bread,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
41,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7254,-0.7599092716226041,7.0,20.0,,5.0,0.0,beer,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
55,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,8.0,20.0,,5.0,0.0,meat,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
76,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,9.0,20.0,,5.0,0.0,lettuce,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
77,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,10.0,20.0,,5.0,0.0,pop,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]"
104,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,11.0,20.0,,5.0,0.0,sausage,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
111,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,12.0,20.0,,5.0,0.0,lamb,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
114,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,13.0,20.0,,5.0,0.0,tomato,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
141,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,14.0,20.0,,5.0,0.0,washroom,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
147,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7363,-1.0692649131724674,15.0,20.0,,5.0,0.0,market,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
148,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",6597,-0.29002572485463396,16.0,20.0,,5.0,0.0,mall,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
149,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1912,0.21422918637888844,17.0,20.0,,5.0,0.0,quick,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
176,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1993,0.17531598990621855,18.0,20.0,,5.0,0.0,tax,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
201,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1993,0.17531598990621855,19.0,20.0,,5.0,0.0,stick,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
206,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1993,0.17531598990621855,20.0,20.0,fail,5.0,0.0,salt,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
,3184.0,b'Yummy Yummy Dumplings',,,0.0,20.0,,5.0,0.0,salt,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
121,3184.0,b'Yummy Yummy Dumplings',42,4.64576196566593,1.0,20.0,,5.0,0.0,dumpling,[1.0]
0,3184.0,b'Yummy Yummy Dumplings',50,4.68611092625161,2.0,20.0,,5.0,0.0,chinese,"[1.0, 1.0]"
5,3184.0,b'Yummy Yummy Dumplings',59,4.567944615524837,3.0,20.0,,5.0,0.0,fried,"[1.0, 1.0, 1.0]"
9,3184.0,b'Yummy Yummy Dumplings',52,4.539794989951532,4.0,20.0,,5.0,0.0,soup,"[1.0, 0.0, 1.0, 1.0]"
23,3184.0,b'Yummy Yummy Dumplings',52,4.539794989951532,5.0,20.0,,5.0,0.0,asian,"[1.0, 0.0, 1.0, 1.0, 0.0]"
36,3184.0,b'Yummy Yummy Dumplings',50,4.398781182183989,6.0,20.0,,5.0,0.0,shrimp,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
43,3184.0,b'Yummy Yummy Dumplings',38,4.538978814761037,7.0,20.0,,5.0,0.0,cake,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
51,3184.0,b'Yummy Yummy Dumplings',58,4.4842373086247,8.0,20.0,,5.0,0.0,pork,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
52,3184.0,b'Yummy Yummy Dumplings',53,4.622581242211014,9.0,20.0,,5.0,0.0,beef,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
53,3184.0,b'Yummy Yummy Dumplings',55,5.4266892856492905,10.0,20.0,,5.0,0.0,tea,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
54,3184.0,b'Yummy Yummy Dumplings',66,5.316197303076277,11.0,20.0,,5.0,0.0,noodle,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
91,3184.0,b'Yummy Yummy Dumplings',66,5.4572111108438195,12.0,20.0,,5.0,0.0,wrap,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
107,3184.0,b'Yummy Yummy Dumplings',66,5.4572111108438195,13.0,20.0,,5.0,0.0,pancake,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
119,3184.0,b'Yummy Yummy Dumplings',66,5.4572111108438195,14.0,20.0,,5.0,0.0,bun,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
153,3184.0,b'Yummy Yummy Dumplings',80,5.313908935096837,15.0,20.0,,5.0,0.0,friendly,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
180,3184.0,b'Yummy Yummy Dumplings',80,5.313908935096837,16.0,20.0,,5.0,0.0,yummy,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
191,3184.0,b'Yummy Yummy Dumplings',80,5.313908935096837,17.0,20.0,,5.0,0.0,frozen,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
202,3184.0,b'Yummy Yummy Dumplings',80,5.313908935096837,18.0,20.0,,5.0,0.0,steamed,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
207,3184.0,b'Yummy Yummy Dumplings',80,5.313908935096837,19.0,20.0,,5.0,0.0,stuffed,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
217,3184.0,b'Yummy Yummy Dumplings',80,5.313908935096837,20.0,20.0,fail,5.0,0.0,juicy,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,4066.0,b'Lao Thai Restaurant',,,0.0,20.0,,5.0,0.0,juicy,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2,4066.0,b'Lao Thai Restaurant',2818,0.03859507819359016,1.0,20.0,,5.0,0.0,thai,[1.0]
7,4066.0,b'Lao Thai Restaurant',3020,0.026888988968334457,2.0,20.0,,5.0,0.0,dinner,"[1.0, 1.0]"
8,4066.0,b'Lao Thai Restaurant',2824,0.05580249960563012,3.0,20.0,,5.0,0.0,lunch,"[1.0, 1.0, 1.0]"
15,4066.0,b'Lao Thai Restaurant',2824,0.05580249960563012,4.0,20.0,,5.0,0.0,takeout,"[1.0, 1.0, 1.0, 0.0]"
16,4066.0,b'Lao Thai Restaurant',2824,0.05580249960563012,5.0,20.0,,5.0,0.0,casual,"[1.0, 1.0, 1.0, 0.0, 0.0]"
23,4066.0,b'Lao Thai Restaurant',2824,0.05580249960563012,6.0,20.0,,5.0,0.0,asian,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
36,4066.0,b'Lao Thai Restaurant',3055,0.02785094606868474,7.0,20.0,,5.0,0.0,shrimp,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
54,4066.0,b'Lao Thai Restaurant',2286,0.11255065046901208,8.0,20.0,,5.0,0.0,noodle,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]"
56,4066.0,b'Lao Thai Restaurant',2458,0.11433295009770658,9.0,20.0,,5.0,0.0,chicken,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
100,4066.0,b'Lao Thai Restaurant',2458,0.11433295009770658,10.0,20.0,,5.0,0.0,oyster,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
151,4066.0,b'Lao Thai Restaurant',2369,0.13498493527201882,11.0,20.0,,5.0,0.0,busy,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
153,4066.0,b'Lao Thai Restaurant',2364,0.18418098767412408,12.0,20.0,,5.0,0.0,friendly,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
162,4066.0,b'Lao Thai Restaurant',2296,0.21213254121106945,13.0,20.0,,5.0,0.0,immediately,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]"
168,4066.0,b'Lao Thai Restaurant',2296,0.21213254121106945,14.0,20.0,,5.0,0.0,fair,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
184,4066.0,b'Lao Thai Restaurant',2296,0.21213254121106945,15.0,20.0,,5.0,0.0,reasonable,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
187,4066.0,b'Lao Thai Restaurant',2153,0.2473062127208896,16.0,20.0,,5.0,0.0,spicy,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
196,4066.0,b'Lao Thai Restaurant',2224,0.21935465918394442,17.0,20.0,,5.0,0.0,rare,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
201,4066.0,b'Lao Thai Restaurant',2224,0.21935465918394442,18.0,20.0,,5.0,0.0,stick,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
204,4066.0,b'Lao Thai Restaurant',2224,0.21935465918394442,19.0,20.0,,5.0,0.0,dip,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
