critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
58,623.0,b'El Rey Mezcal Bar',335,1.8876123985537947,19.0,60.0,,20.0,0.0,cocktail,"[1.0, -1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
206,623.0,b'El Rey Mezcal Bar',338,2.037491343906476,20.0,60.0,fail,20.0,0.0,salt,"[1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
,2053.0,b'La Cubana',,,0.0,85.0,,20.0,0.0,salt,"[1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
170,2053.0,b'La Cubana',177,0.36688618954183094,1.0,85.0,,20.0,0.0,disappointing,[1.0]
5,2053.0,b'La Cubana',401,0.29038149605045294,2.0,85.0,,20.0,0.0,fried,"[1.0, -1.0]"
167,2053.0,b'La Cubana',413,0.32564815767310074,3.0,85.0,,20.0,0.0,pleasant,"[1.0, -1.0, 1.0]"
3,2053.0,b'La Cubana',803,0.20307496123122173,4.0,85.0,,20.0,0.0,bar,"[1.0, -1.0, 1.0, -1.0]"
208,2053.0,b'La Cubana',495,0.31605144246364564,5.0,85.0,,20.0,0.0,topped,"[1.0, -1.0, 1.0, -1.0, -1.0]"
177,2053.0,b'La Cubana',134,0.813231726490262,6.0,85.0,,20.0,0.0,nicely,"[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]"
25,2053.0,b'La Cubana',7147,-1.626760751679935,7.0,85.0,,20.0,0.0,vegetarian,"[1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0]"
35,2053.0,b'La Cubana',7196,-1.67860840279906,8.0,85.0,,20.0,0.0,crispy,"[1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0]"
214,2053.0,b'La Cubana',7205,-1.7034190549151655,9.0,85.0,,20.0,0.0,solid,"[1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0]"
6,2053.0,b'La Cubana',7241,-1.7446923017196727,10.0,85.0,,20.0,0.0,dessert,"[1.0, -1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0]"
207,2053.0,b'La Cubana',7288,-1.8554532432454964,11.0,85.0,,20.0,0.0,stuffed,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
47,2053.0,b'La Cubana',6992,-1.0583044839068698,12.0,85.0,,20.0,0.0,coffee,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
79,2053.0,b'La Cubana',6721,-0.8001346559577767,13.0,85.0,,20.0,0.0,apple,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
178,2053.0,b'La Cubana',6602,-0.7040091421963457,14.0,85.0,,20.0,0.0,honestly,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
184,2053.0,b'La Cubana',6564,-0.6765895032065385,15.0,85.0,,20.0,0.0,reasonable,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
80,2053.0,b'La Cubana',5055,-0.11600959823248225,16.0,85.0,,20.0,0.0,avocado,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
77,2053.0,b'La Cubana',3659,0.06696424512783672,17.0,85.0,,20.0,0.0,pop,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
213,2053.0,b'La Cubana',2176,0.3984625170020234,18.0,85.0,,20.0,0.0,pot,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
31,2053.0,b'La Cubana',1264,0.7980886839314305,19.0,85.0,,20.0,0.0,brunch,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
158,2053.0,b'La Cubana',2378,0.33755365999360465,20.0,85.0,fail,20.0,0.0,bright,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",,,0.0,95.0,,20.0,0.0,bright,"[1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
201,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",41,0.6002304270587585,1.0,95.0,,20.0,0.0,stick,[1.0]
158,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",474,0.20499701031354622,2.0,95.0,,20.0,0.0,bright,"[1.0, -1.0]"
135,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",4638,-0.03987016377470576,3.0,95.0,,20.0,0.0,parking,"[1.0, -1.0, -1.0]"
17,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",6833,-0.34166674590507073,4.0,95.0,,20.0,0.0,pub,"[1.0, -1.0, -1.0, -1.0]"
35,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7316,-0.823447623281643,5.0,95.0,,20.0,0.0,crispy,"[1.0, -1.0, -1.0, -1.0, 1.0]"
34,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",7122,-0.5705771301144775,6.0,95.0,,20.0,0.0,potato,"[1.0, -1.0, -1.0, -1.0, 1.0, -1.0]"
161,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",5388,-0.10754717142424891,7.0,95.0,,20.0,0.0,cheaper,"[1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0]"
163,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",5047,-0.08722079274498767,8.0,95.0,,20.0,0.0,dog,"[1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
91,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",580,0.3338410565374138,9.0,95.0,,20.0,0.0,wrap,"[1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0]"
230,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",629,0.4548275789092586,10.0,95.0,,20.0,0.0,alcoholic beverage,"[1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0]"
200,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",3667,-0.008247304878964301,11.0,95.0,,20.0,0.0,crust,"[1.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
16,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",528,0.880741757727605,12.0,95.0,,20.0,0.0,casual,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
147,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1839,0.2791502597990956,13.0,95.0,,20.0,0.0,market,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
40,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1836,0.28150549418092063,14.0,95.0,,20.0,0.0,pizza,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
37,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",1872,0.26204889594458547,15.0,95.0,,20.0,0.0,bread,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
81,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",2437,0.14471247131588105,16.0,95.0,,20.0,0.0,juice,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0]"
229,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",2937,0.06463872180103081,17.0,95.0,,20.0,0.0,uber eats,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0]"
1,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",2813,0.09303151605406323,18.0,95.0,,20.0,0.0,fast,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0]"
41,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",5113,-0.19150142727493213,19.0,95.0,,20.0,0.0,beer,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0]"
184,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",4093,-0.029503461864746394,20.0,95.0,fail,20.0,0.0,reasonable,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]"
,3184.0,b'Yummy Yummy Dumplings',,,0.0,83.0,,20.0,0.0,reasonable,"[1.0, 1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, 1.0, 1.0]"
164,3184.0,b'Yummy Yummy Dumplings',6365,-0.0866849095195745,1.0,83.0,,20.0,0.0,quiet,[1.0]
86,3184.0,b'Yummy Yummy Dumplings',1131,0.27308848730248414,2.0,83.0,,20.0,0.0,sesame,"[1.0, 1.0]"
55,3184.0,b'Yummy Yummy Dumplings',836,0.39138019217103104,3.0,83.0,,20.0,0.0,meat,"[1.0, 1.0, 1.0]"
152,3184.0,b'Yummy Yummy Dumplings',1119,0.4027546857985814,4.0,83.0,,20.0,0.0,fresh,"[1.0, 1.0, 1.0, 1.0]"
0,3184.0,b'Yummy Yummy Dumplings',1061,0.4229291660914216,5.0,83.0,,20.0,0.0,chinese,"[1.0, 1.0, 1.0, 1.0, 1.0]"
174,3184.0,b'Yummy Yummy Dumplings',1167,0.4077778749461575,6.0,83.0,,20.0,0.0,cozy,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
153,3184.0,b'Yummy Yummy Dumplings',1561,0.33612678707266636,7.0,83.0,,20.0,0.0,friendly,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
23,3184.0,b'Yummy Yummy Dumplings',1247,0.4339709340065212,8.0,83.0,,20.0,0.0,asian,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0]"
207,3184.0,b'Yummy Yummy Dumplings',757,0.7060789176151592,9.0,83.0,,20.0,0.0,stuffed,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
117,3184.0,b'Yummy Yummy Dumplings',800,0.6888838601756663,10.0,83.0,,20.0,0.0,rib,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
151,3184.0,b'Yummy Yummy Dumplings',835,0.6672047713786834,11.0,83.0,,20.0,0.0,busy,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
121,3184.0,b'Yummy Yummy Dumplings',105,2.980806956637936,12.0,83.0,,20.0,0.0,dumpling,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
185,3184.0,b'Yummy Yummy Dumplings',96,3.164836305668799,13.0,83.0,,20.0,0.0,wait,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
206,3184.0,b'Yummy Yummy Dumplings',125,2.879779150843846,14.0,83.0,,20.0,0.0,salt,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
204,3184.0,b'Yummy Yummy Dumplings',127,2.827196702730432,15.0,83.0,,20.0,0.0,dip,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
54,3184.0,b'Yummy Yummy Dumplings',139,2.7719507114439255,16.0,83.0,,20.0,0.0,noodle,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
148,3184.0,b'Yummy Yummy Dumplings',145,2.8450369763701264,17.0,83.0,,20.0,0.0,mall,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
73,3184.0,b'Yummy Yummy Dumplings',141,3.1251488511944436,18.0,83.0,,20.0,0.0,congee,"[1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
194,3184.0,b'Yummy Yummy Dumplings',149,3.1251981103070867,19.0,83.0,,20.0,0.0,gravy,"[-1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
127,3184.0,b'Yummy Yummy Dumplings',139,3.367985335890898,20.0,83.0,fail,20.0,0.0,fried chicken,"[-1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
,4066.0,b'Lao Thai Restaurant',,,0.0,24.0,,20.0,0.0,fried chicken,"[-1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
56,4066.0,b'Lao Thai Restaurant',4642,-0.023741330271360717,1.0,24.0,,20.0,0.0,chicken,[-1.0]
15,4066.0,b'Lao Thai Restaurant',5988,-0.09906844213122468,2.0,24.0,,20.0,0.0,takeout,"[-1.0, -1.0]"
148,4066.0,b'Lao Thai Restaurant',5874,-0.08194425921983389,3.0,24.0,,20.0,0.0,mall,"[-1.0, -1.0, 1.0]"
206,4066.0,b'Lao Thai Restaurant',6485,-0.2312655390759105,4.0,24.0,,20.0,0.0,salt,"[-1.0, -1.0, 1.0, 1.0]"
201,4066.0,b'Lao Thai Restaurant',6482,-0.2416891604171913,5.0,24.0,,20.0,0.0,stick,"[-1.0, -1.0, 1.0, 1.0, 1.0]"
7,4066.0,b'Lao Thai Restaurant',6407,-0.23583611580456348,6.0,24.0,,20.0,0.0,dinner,"[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0]"
187,4066.0,b'Lao Thai Restaurant',6303,-0.21824928004965338,7.0,24.0,,20.0,0.0,spicy,"[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
36,4066.0,b'Lao Thai Restaurant',6264,-0.20427350328118074,8.0,24.0,,20.0,0.0,shrimp,"[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0]"
153,4066.0,b'Lao Thai Restaurant',6173,-0.17967547708012804,9.0,24.0,,20.0,0.0,friendly,"[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0]"
53,4066.0,b'Lao Thai Restaurant',3089,0.01313501209874307,10.0,24.0,,20.0,0.0,tea,"[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0]"
185,4066.0,b'Lao Thai Restaurant',3160,0.013954569921111916,11.0,24.0,,20.0,0.0,wait,"[-1.0, -1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0]"
2,4066.0,b'Lao Thai Restaurant',2960,0.03297111002115817,12.0,24.0,,20.0,0.0,thai,"[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0]"
100,4066.0,b'Lao Thai Restaurant',2706,0.05353732609911932,13.0,24.0,,20.0,0.0,oyster,"[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
184,4066.0,b'Lao Thai Restaurant',2446,0.0824720192655704,14.0,24.0,,20.0,0.0,reasonable,"[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0]"
196,4066.0,b'Lao Thai Restaurant',2233,0.10973371870228099,15.0,24.0,,20.0,0.0,rare,"[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0]"
23,4066.0,b'Lao Thai Restaurant',1716,0.21338036890223036,16.0,24.0,,20.0,0.0,asian,"[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0]"
151,4066.0,b'Lao Thai Restaurant',1664,0.22370636148938655,17.0,24.0,,20.0,0.0,busy,"[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0]"
1,4066.0,b'Lao Thai Restaurant',2125,0.15116264835057652,18.0,24.0,,20.0,0.0,fast,"[-1.0, -1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, 1.0]"
